,Virus name,Tier,Subtype,Infection stage,Coreceptor,Country,Year,Accession,Alias,Seq data,Virus patient,Virus type,Seq name,IC50,PG9:IC50: by study
307,B005018_8_F6_3,2,C,acute,,BOTSWANA,2006.0,KF114881,B005018-8_F6.3,Yes,B005018,panel,C.BW.2006.B005018_8_F6_3.KF114881,0.45,0.45: Bricault2019_dataset1;0.45: Wagh2016
308,B005582_7_G7_8,2,C,<3mo,,BOTSWANA,2007.0,KF114882,B005582-7_G7.8,Yes,B005582,panel,C.BW.2007.B005582_7_G7_8.KF114882,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
309,B01,1,B,<12mo,CCR5,CHINA,2003.0,EU363825,,Yes,B01,panel,B.CN.2003.B01.EU363825,40.0,>20: Nie2020
310,B02,1,B,<12mo,,CHINA,2003.0,EU363826,,Yes,B02,panel,B.CN.2003.B02.EU363826,40.0,>20: Nie2020
311,B03,3,B,<12mo,,CHINA,2003.0,EU363827,,Yes,B03,panel,B.CN.2003.B03.EU363827,0.28,0.28: Nie2020
312,B05,3,B,<12mo,,CHINA,2006.0,EU363829,,Yes,B05,panel,B.CN.2006.B05.EU363829,0.22,0.22: Nie2020
313,B06,2,B,<12mo,CCR5,CHINA,,EU363830,,Yes,B06,panel,B.CN..B06.EU363830,0.21,0.21: Nie2020
314,BAL_01,,B,<12mo,,UNITED STATES,1985.0,DQ318210,"BaL-PBMC, BaL.01, Bal, Bal.01, BaL",Yes,BAL,panel,B.US.1985.BAL_01.DQ318210,0.10124,0.033: Falkowska2012;0.033: Georgiev2013_dataset2;0.052: Chuang2013;0.052: Chuang2019;0.052: Doria-Rose2012;0.052: Georgiev2013_dataset1;0.052: Huang2012a;0.052: Huang2016a_dataset1;0.052: McLellan2011;0.569: Bricault2019;0.569: Bricault2019_dataset2;0.56900: Doria-Rose2016;0.569: Pancera2013;>100: Landais2017_dataset1;>100: Landais2017_dataset2
315,BAL_26,1B,B,<12mo,,UNITED STATES,1985.0,DQ318211,"BaL.26, Bal.26",Yes,BAL,panel,B.US.1985.BAL_26.DQ318211,0.033339,0.019: Falkowska2012;0.019: Georgiev2013_dataset2;0.03: Bricault2019;0.03: Bricault2019_dataset2;0.03000: Doria-Rose2016;0.03: Pancera2013;0.032: Chuang2019;0.034: Chuang2013;0.034: Doria-Rose2012;0.034: Georgiev2013_dataset1;0.034: Huang2012a;0.034: Huang2016a_dataset1;0.034: McLellan2011;0.145: Rusert2016
316,BB201_B42,,A1,acute T/F,,KENYA,,DQ187171,"BB201, BB201.B42",Yes,B201child,panel,A1.KE..BB201_B42.DQ187171,0.010661,0.007: Bricault2019;0.007: Bricault2019_dataset2;0.00700: Doria-Rose2016;0.007: Pancera2013;0.0105: Chuang2019;0.011: Falkowska2012;0.011: Georgiev2013_dataset2;0.014: Chuang2013;0.014: Doria-Rose2012;0.014: Georgiev2013_dataset1;0.014: Huang2012a;0.014: Huang2016a_dataset1;0.014: McLellan2011
317,BB539_2B13,,A1,acute T/F,,KENYA,,DQ187240,"BB539, BB539.2B13",Yes,B539child,panel,A1.KE..BB539_2B13.DQ187240,0.080211,0.054: Bricault2019;0.054: Bricault2019_dataset2;0.054: Pancera2013;0.063: Falkowska2012;0.063: Georgiev2013_dataset2;0.08: Chuang2019;0.106: Chuang2013;0.106: Doria-Rose2012;0.106: Georgiev2013_dataset1;0.106: Huang2012a;0.106: Huang2016a_dataset1;0.106: McLellan2011
318,BC01,3,08_BC,<12mo,,CHINA,2006.0,EU363831,,Yes,YN161,panel,08_BC.CN.2006.BC01.EU363831,0.7,0.7: Nie2020
319,BC02,1,07_BC,<12mo,CCR5,CHINA,,EU363832,,Yes,XJ74,panel,07_BC.CN..BC02.EU363832,6,6: Nie2020
320,BC03,1,BC,<12mo,,CHINA,2003.0,EU363833,,Yes,BC03,panel,BC.CN.2003.BC03.EU363833,1.21,1.21: Nie2020
321,BC04,2,BC,<12mo,,CHINA,2007.0,EU363834,,Yes,BC04,panel,BC.CN.2007.BC04.EU363834,2.12,2.12: Nie2020
322,BC05,2,BC,<12mo,,CHINA,2007.0,EU363835,,Yes,BC05,panel,BC.CN.2007.BC05.EU363835,0.68,0.68: Nie2020
323,BC06,3,08_BC,<12mo,,CHINA,2005.0,EU363836,,Yes,BC06,panel,08_BC.CN.2005.BC06.EU363836,11.61,11.61: Nie2020
324,BC07,3,07_BC,<12mo,CCR5,CHINA,2005.0,EU363837,,Yes,YN109,panel,07_BC.CN.2005.BC07.EU363837,1.05,1.05: Nie2020
325,BC08,2,BC,<12mo,,CHINA,2006.0,EU363838,,Yes,BC08,panel,BC.CN.2006.BC08.EU363838,3.26,3.26: Nie2020
326,BC09,2,BC,<12mo,,CHINA,2003.0,EU363839,,Yes,BC09,panel,BC.CN.2003.BC09.EU363839,1.29,1.29: Nie2020
327,BC10,2,07_BC,<12mo,CCR5,CHINA,2005.0,EU363840,,Yes,BC10,panel,07_BC.CN.2005.BC10.EU363840,11.12,11.12: Nie2020
328,BC11,2,BC,<12mo,,CHINA,2005.0,EU363841,,Yes,BC11,panel,BC.CN.2005.BC11.EU363841,0.86,0.86: Nie2020
329,BC12,1,07_BC,<12mo,CCR5,CHINA,,EU363842,,Yes,BC12,panel,07_BC.CN..BC12.EU363842,4.22,4.22: Nie2020
330,BC13,3,BC,<12mo,,CHINA,,EU363843,,Yes,BC13,panel,BC.CN..BC13.EU363843,0.59,0.59: Nie2020
331,BC14,3,07_BC,<12mo,CCR5,CHINA,2003.0,EU363844,,Yes,BC14,panel,07_BC.CN.2003.BC14.EU363844,8.1,8.1: Nie2020
332,BC15,3,BC,<12mo,,CHINA,2003.0,EU363845,,Yes,BC15,panel,BC.CN.2003.BC15.EU363845,0.86,0.86: Nie2020
333,BC16,2,07_BC,<12mo,CCR5,CHINA,,EU363846,,Yes,BC16,panel,07_BC.CN..BC16.EU363846,3.19,3.19: Nie2020
334,BC17,2,08_BC,<12mo,CCR5,CHINA,2006.0,EU363847,,Yes,BC17,panel,08_BC.CN.2006.BC17.EU363847,0.6,0.6: Nie2020
335,BC18,2,07_BC,<12mo,CCR5,CHINA,2005.0,EU363848,,Yes,XJ153,panel,07_BC.CN.2005.BC18.EU363848,7.18,7.18: Nie2020
336,BCF02,,O,chronic,,FRANCE,1994.0,AJ236391,,Yes,BCF02,panel,O.FR.1994.BCF02.AJ236391,0.23,0.23: Braibant2013;0.23: Morgand2015
337,BCF03,,O,chronic,,FRANCE,1990.0,AJ133055,,Yes,BCF03,panel,O.FR.1990.BCF03.AJ133055,9.39,9.39: Braibant2013;9.39: Morgand2015
338,BCF108,,O,chronic,,FRANCE,1998.0,AJ238865,,Yes,BCF108,panel,O.FR.1998.BCF108.AJ238865,20.0,>10: Morgand2015
339,BF1266_431A,2,C,acute T/F,,MALAWI,2002.0,HM215360,"BF1266.431a, BF1266",Yes,1266,panel,C.MW.2002.BF1266_431A.HM215360,0.030166,0.016: Landais2017_dataset1;0.02: Fouda2013;0.024: Kong2015_dataset1;0.026: Bricault2019_dataset3;0.026: Hraber2014;0.026: Kong2015_dataset2;0.043: Falkowska2014;0.043: Sok2014;0.05: Bricault2019_dataset1;0.05: Wagh2016
340,BF1677F2_613A,,C,,,MALAWI,,HM215361,"BF1677F2.613a, BF1677F2_613a",Yes,1677,panel,C.MW..BF1677F2_613A.HM215361,1.06,1.06: Fouda2013
341,BF329,,C,,,MALAWI,2002.0,JN983803,,Yes,329,panel,C.MW.2002.BF329.JN983803,0.01,<0.01: Fouda2013
342,BF591,,C,,,MALAWI,2002.0,JN983804,,Yes,591,panel,C.MW.2002.BF591.JN983804,0.17,0.17: Fouda2013
343,BF703,,C,,,MALAWI,2002.0,JN983805,,Yes,703,panel,C.MW.2002.BF703.JN983805,0.43,0.43: Fouda2013
344,BF942_218D,,C,,,MALAWI,,HM215362,"BF942a, BF942.218d",Yes,942,panel,C.MW..BF942_218D.HM215362,0.06,0.06: Fouda2013
345,BG1168_1,2,B,<3mo,CCR5,UNITED STATES,1996.0,AY835443,"1168, BG1168.01, BG1168.1, BG1168_01, SVPB10, BG1168",Yes,PIC55751,panel,B.US.1996.BG1168_1.AY835443,100.0,>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Chuang2013;>50: Chuang2019;>50: Crooks2015;>50: Doria-Rose2012;>50: Doria-Rose2016;>50: Falkowska2012;>50: Georgiev2013_dataset1;>50: Georgiev2013_dataset2;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013
346,BG505_W6M_A5_T332N,,A1,acute,,KENYA,1993.0,DQ208456,BG505_W6M_ENV_A5_T332N,Yes,BG505,mutant,A1.KE.1993.BG505_W6M_A5_T332N.DQ208456,0.0535,0.0535: Rusert2016
347,BG505_W6M_C2,2,A1,acute T/F,,KENYA,1993.0,DQ208458,"BG505.Env.C2, BG505.W6M.C2.WT, BG505.w6m, BG505, BG505.W6M.ENV.C2, BG505.W6M.C2",Yes,BG505,panel,A1.KE.1993.BG505_W6M_C2.DQ208458,0.035497,0.013: Landais2017_dataset2;0.03: Voss2017;0.0305: Chuang2019;0.032: Andrabi2015;0.032: Lee2017;0.05300: Doria-Rose2016;0.11: Hoffenberg2013
348,BG505_W6M_C2_T332N,2,A1,acute,,KENYA,1993.0,,"BG505.N332, BG505/T332N, BG505-T332N, BG505T332N, BG505.T332N, BG505.W6M.C2.T332N",Yes,BG505,mutant,A1.KE.1993.BG505_W6M_C2_T332N.,0.045,0.045: Sanders2013
349,BI369_9A,,A1,acute T/F,,KENYA,,DQ187019,"BI369.9A, BI369",Yes,I369child,panel,A1.KE..BI369_9A.DQ187019,0.023324,0.017: Bricault2019;0.017: Bricault2019_dataset2;0.01700: Doria-Rose2016;0.017: Pancera2013;0.023: Chuang2019;0.023: Falkowska2012;0.023: Georgiev2013_dataset2;0.029: Chuang2013;0.029: Doria-Rose2012;0.029: Georgiev2013_dataset1;0.029: Huang2012a;0.029: Huang2016a_dataset1;0.029: McLellan2011
350,BJ168_17,3,B,,,CHINA,,MN617378,BJ168.17,Yes,BJ168,panel,B.CN..BJ168_17.MN617378,40.0,>20: Nie2020
351,BJ171_13,1,B,,,CHINA,,MN617379,BJ171.13,Yes,BJ171,panel,B.CN..BJ171_13.MN617379,40.0,>20: Nie2020
352,BJ175_4,2,B,,,CHINA,,MN617380,BJ175.4,Yes,BJ175,panel,B.CN..BJ175_4.MN617380,0.21,0.21: Nie2020
353,BJ176_1,2,B,,,CHINA,,MN617381,BJ176.1,Yes,BJ176,panel,B.CN..BJ176_1.MN617381,0.28,0.28: Nie2020
354,BJ17A_6,3,01_AE,<12mo,CCR5,CHINA,2007.0,GU475028,BJ17A.6,Yes,,panel,01_AE.CN.2007.BJ17A_6.GU475028,6,6: Nie2020
355,BJ22_5,1,07_BC,,CCR5,CHINA,,HQ326125,BJ22-5,Yes,,panel,07_BC.CN..BJ22_5.HQ326125,0.78,0.78: Nie2020
356,BJ23_1,3,B,,,CHINA,,MN617361,BJ23-1,Yes,,panel,B.CN..BJ23_1.MN617361,7.94,7.94: Nie2020
357,BJ24_3,2,07_BC,,CCR5,CHINA,,HQ326126,BJ24-3,Yes,,panel,07_BC.CN..BJ24_3.HQ326126,0.18,0.18: Nie2020
358,BJ28_13,2,07_BC,,,CHINA,,MN617362,BJ28-13,Yes,,panel,07_BC.CN..BJ28_13.MN617362,6.16,6.16: Nie2020
359,BJ33_11,3,B,,,CHINA,,MN642094,BJ33.11,Yes,BJ33,panel,B.CN..BJ33_11.MN642094,0.76,0.76: Nie2020
360,BJ39_14,2,B,,,CHINA,,MN617376,BJ39.14,Yes,BJ39,panel,B.CN..BJ39_14.MN617376,1.72,1.72: Nie2020
361,BJ3_4,3,01_AE,<12mo,CCR5,CHINA,2007.0,GU475040,BJ3.4,Yes,,panel,01_AE.CN.2007.BJ3_4.GU475040,2,2: Nie2020
362,BJ5_11,2,01_AE,<12mo,CCR5,CHINA,2007.0,GU475024,BJ5.11,Yes,,panel,01_AE.CN.2007.BJ5_11.GU475024,1.67,1.67: Nie2020
363,BJ6_17,2,01_AE,<12mo,CCR5,CHINA,2008.0,GU475029,BJ6.17,Yes,,panel,01_AE.CN.2008.BJ6_17.GU475029,5.48,5.48: Nie2020
364,BJOX002000_03_2,2,07_BC,acute T/F,,CHINA,2007.0,HM215364,"BJOX2000, BJOX002000, BJOX002000.03.2",Yes,OX002000,panel,07_BC.CN.2007.BJOX002000_03_2.HM215364,0.1147,0.043: Kong2015_dataset1;0.05: Chuang2019;0.068: Kong2015_dataset2;0.07: Decamp2014;1.94: Bricault2019_dataset2
365,BJOX003000_19_1,,B,acute,,CHINA,2007.0,HM215365,"BJOX003000.19.1, BJOX3, MG01",Yes,OX003000,panel,B.CN.2007.BJOX003000_19_1.HM215365,7.0,>3.5: Wu2018_dataset1
366,BJOX005000_09_2,,01_AE,acute,,CHINA,2007.0,HM215367,"BJOX005000.09.2, MG03, BJOX5",Yes,OX005000,panel,01_AE.CN.2007.BJOX005000_09_2.HM215367,0.1056,0.1056: Wu2018_dataset1
367,BJOX009000_02_4,2,01_AE,<3mo,,CHINA,2007.0,HM215372,"BJOX09, BJOX009000.02.4, BJOX009000",Yes,OX009000,panel,01_AE.CN.2007.BJOX009000_02_4.HM215372,1.73147,0.303: Bricault2019_dataset2;0.857: Kong2015_dataset1;1.17: Kong2015_dataset2;1.725: Bricault2019_dataset3;1.725: Hraber2014;1.94: Bricault2019;1.94000: Doria-Rose2016;1.94: Pancera2013;2.3: Landais2017_dataset1;2.73: Chuang2019;3.118: Falkowska2014;3.118: vanGils2016;3.12: Sok2014
368,BJOX010000_06_2,2,01_AE,acute T/F,,CHINA,2007.0,HM215373,"BJOX010000, BJOX010000.06.2, MG07, BJOX10",Yes,OX010000,panel,01_AE.CN.2007.BJOX010000_06_2.HM215373,0.28081,0.046: Landais2017_dataset1;0.154: Bricault2019_dataset3;0.154: Hraber2014;0.222: Kong2015_dataset1;0.248: Kong2015_dataset2;0.303: Bricault2019;0.30300: Doria-Rose2016;0.303: Pancera2013;0.3055: Chuang2019;0.778: Falkowska2014;0.778: Sok2014;0.778: vanGils2016
369,BJOX015000_11_5,2,01_AE,acute T/F,,CHINA,2007.0,HM215377,"BJOX015000.11.5, BJOX015000, BJOX15",Yes,OX015000,panel,01_AE.CN.2007.BJOX015000_11_5.HM215377,0.46182,0.11: Landais2017_dataset1;0.313: Kong2015_dataset1;0.313: Kong2015_dataset2;0.322: Bricault2019_dataset3;0.322: Hraber2014;1.227: Falkowska2014;1.227: vanGils2016;1.23: Sok2014
370,BJOX019000_02_1,,07_BC,acute,,CHINA,2007.0,HM215380,"BJOX19, BJOX019000.02.1",Yes,OX019000,panel,07_BC.CN.2007.BJOX019000_02_1.HM215380,0.1088,0.1088: Wu2018_dataset1
371,BJOX020000_03_3,,B,acute,,CHINA,2007.0,HM215382,"MG09, BJOX20, BJOX020000.03.3",Yes,OX020000,panel,B.CN.2007.BJOX020000_03_3.HM215382,0.079,0.079: Webb2015
372,BJOX025000_01_1,2,01_AE,acute T/F,,CHINA,2007.0,HM215386,"BJOX025000, BJOX025000.01.1, MG15.33, BJOX25.01",Yes,OX025000,panel,01_AE.CN.2007.BJOX025000_01_1.HM215386,0.19839,0.096: Bricault2019;0.096: Bricault2019_dataset2;0.09600: Doria-Rose2016;0.096: Pancera2013;0.144: Bricault2019_dataset3;0.144: Hraber2014;0.1755: Chuang2019;0.256: Kong2015_dataset2;0.34: Kong2015_dataset1;0.368: Falkowska2014;0.368: Sok2014;0.368: vanGils2016;0.55: Landais2017_dataset1
373,BJOX028000_10_3,2,01_AE,acute T/F,,CHINA,2007.0,HM215389,"BJOX028000, MG18, BJOX028000.10.3, BJOX28.10",Yes,OX028000,panel,01_AE.CN.2007.BJOX028000_10_3.HM215389,0.55568,0.009: Lee2017;0.35: Landais2017_dataset1;0.454: Kong2015_dataset1;0.654: Kong2015_dataset2;0.69: Bricault2019;0.69: Bricault2019_dataset2;0.69: Chuang2019;0.69000: Doria-Rose2016;0.69: Pancera2013;1.1: Bricault2019_dataset3;1.1: Hraber2014;1.649: Falkowska2014;1.65: Sok2014
374,BJOX029000_03_1,,07_BC,<12mo,,CHINA,2007.0,HM215392,"MG17, BJOX29, BJOX029000.03.1",Yes,OX029000,panel,07_BC.CN.2007.BJOX029000_03_1.HM215392,0.2911,0.2911: Wu2018_dataset1
375,BJX4_6,2,01_AE,<12mo,CCR5,CHINA,2007.0,GU475020,BJX4.6,Yes,,panel,01_AE.CN.2007.BJX4_6.GU475020,2.37,2.37: Nie2020
376,BJYA105_5,3,B,,,CHINA,,MN617383,BJYA105.5,Yes,BJYA105,panel,B.CN..BJYA105_5.MN617383,40.0,>20: Nie2020
377,BJYA109_9,3,B,,,CHINA,,MN617384,BJYA109.9,Yes,BJYA109,panel,B.CN..BJYA109_9.MN617384,0.2,0.2: Nie2020
378,BJYA119_6,2,B,,,CHINA,,MN617385,BJYA119.6,Yes,BJYA119,panel,B.CN..BJYA119_6.MN617385,40.0,>20: Nie2020
379,BL01,,B,chronic,CCR5 CXCR4,UNITED STATES,,AY124970,"BL01_DG, BL01.DG, ABL01",Yes,a,panel,B.US..BL01.AY124970,100.0,>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Chuang2013;>50: Chuang2019;>50: Crooks2015;>50: Doria-Rose2012;>50: Doria-Rose2016;>50: Falkowska2012;>50: Georgiev2013_dataset1;>50: Georgiev2013_dataset2;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013
380,BR07,,B,chronic,CCR5,UNITED STATES,,AY124979,"BR07_DG, CBR07, BR07.DG",Yes,c,panel,B.US..BR07.AY124979,100.0,>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Chuang2013;>50: Chuang2019;>50: Doria-Rose2012;>50: Doria-Rose2016;>50: Falkowska2012;>50: Georgiev2013_dataset1;>50: Georgiev2013_dataset2;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013
381,BS208_B1,,A1D,acute T/F,,KENYA,,KX364401,"BS208, BS208.B1, BS208.M6.B1",Yes,S208child,panel,A1D.KE..BS208_B1.KX364401,0.017507,0.008: Bricault2019;0.008: Bricault2019_dataset2;0.00800: Doria-Rose2016;0.008: Pancera2013;0.014: Pancera2010;0.016: Falkowska2012;0.016: Georgiev2013_dataset2;0.0195: Chuang2019;0.031: Chuang2013;0.031: Doria-Rose2012;0.031: Georgiev2013_dataset1;0.031: Huang2012a;0.031: Huang2016a_dataset1;0.031: McLellan2011
382,BX08_16,1B,B,<12mo,,FRANCE,,GQ855765,"BX08, BX08.16",Yes,BX08,panel,B.FR..BX08_16.GQ855765,0.020581,0.017: Bricault2019;0.017: Bricault2019_dataset2;0.01700: Doria-Rose2016;0.017: Pancera2013;0.0205: Chuang2019;0.024: Chuang2013;0.024: Doria-Rose2012;0.024: Huang2012a;0.024: Huang2016a_dataset1;0.024: McLellan2011
383,C1080_C3,2,01_AE,<12mo,CCR5,THAILAND,1999.0,JN944660,"C1080rsga, C1080.c3, C1080, C1080_C03, C1080rsga_c3, C1080.c03",Yes,C1080,panel,01_AE.TH.1999.C1080_C3.JN944660,0.0032578,0.002: Bricault2019;0.002: Bricault2019_dataset2;0.00200: Doria-Rose2016;0.002: Kong2015_dataset1;0.002: Kong2015_dataset2;0.002: Pancera2013;0.003: Chuang2019;0.003: Falkowska2014;0.003: Sok2014;0.003: vanGils2016;0.004: Bricault2019_dataset3;0.004: Chuang2013;0.004: Doria-Rose2012;0.004: Hraber2014;0.004: Huang2012a;0.004: Huang2016a_dataset1;0.004: McLellan2011;0.0059: Rusert2016;0.0064: Landais2017_dataset1;<.001: Doria-Rose2014;<.003: Andrabi2015;<.02: Voss2017
384,C2101_C1,2,01_AE,<12mo,CCR5,THAILAND,1999.0,JN944661,"C2101rsga_c1, C2101.c1, C2101.01, C2101.c01, C2101, C2101_C01",Yes,C2101,panel,01_AE.TH.1999.C2101_C1.JN944661,0.029376,0.026: Chuang2013;0.026: Doria-Rose2012;0.026: Huang2012a;0.026: Huang2016a_dataset1;0.026: McLellan2011;0.0285: Chuang2019;0.029: Kong2015_dataset1;0.031: Bricault2019;0.031: Bricault2019_dataset2;0.03100: Doria-Rose2016;0.031: Pancera2013;0.034: Bricault2019_dataset3;0.034: Hraber2014;0.034: Kong2015_dataset2
385,C3347_C11,2,01_AE,chronic,,THAILAND,1999.0,JX512902,"C3347.11, C3347, C3347.c11",Yes,C3347,panel,01_AE.TH.1999.C3347_C11.JX512902,0.035038,0.006: Lee2017;0.03: Bricault2019;0.03: Bricault2019_dataset2;0.03000: Doria-Rose2016;0.03: Pancera2013;0.032: Bricault2019_dataset3;0.032: Hraber2014;0.032: Landais2017_dataset1;0.034: Chuang2019;0.038: Chuang2013;0.038: Doria-Rose2012;0.038: Huang2012a;0.038: Huang2016a_dataset1;0.038: McLellan2011;0.043: Kong2015_dataset2;0.046: Falkowska2014;0.046: Sok2014;0.046: vanGils2016;0.061: Andrabi2015;0.071: Kong2015_dataset1
386,C4118_9,2,01_AE,<12mo,,THAILAND,2000.0,JQ352782,"C4118_C09, C4118, C4118.09, C4118.c09, C4118_09, C4118_C9, 00TH_C4118",Yes,C4118,panel,01_AE.TH.2000.C4118_9.JQ352782,0.024251,0.005: Lee2017;0.032: Kong2015_dataset1;0.032: Kong2015_dataset2;0.037: Chuang2013;0.037: Doria-Rose2012;0.037: Huang2012a;0.037: McLellan2011;0.03725: Huang2016a_dataset1;0.0376: Chuang2019;0.038: Bricault2019;0.038: Bricault2019_dataset2;0.03800: Doria-Rose2016;0.038: Pancera2013;0.054: Falkowska2014;0.054: Sok2014;0.054: vanGils2016;0.068: Bricault2019_dataset3;0.068: Hraber2014;<.00001: Landais2017_dataset1
387,CA146_H3_3,1B,C,acute,,SOUTH AFRICA,2009.0,JN681219,,Yes,503_13580_CA146,panel,C.ZA.2009.CA146_H3_3.JN681219,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
388,CA240_A5_5,1B,C,<12mo,,SOUTH AFRICA,2008.0,KC154016,CA240_A5.5,Yes,503_07464_CA240,panel,C.ZA.2008.CA240_A5_5.KC154016,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
389,CA327_D2_2,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681220,,Yes,503_03257_CA327,panel,C.ZA.2008.CA327_D2_2.JN681220,0.57,0.57: Bricault2019_dataset1;0.57: Wagh2016
390,CA392_H2_6,2,C,acute,,SOUTH AFRICA,2007.0,JN681221,CA392_H2_6C,Yes,503_09003_CA392,panel,C.ZA.2007.CA392_H2_6.JN681221,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
391,CA457_H1_1,3,C,<12mo,,SOUTH AFRICA,2008.0,JN681222,CA457_H1_1C,Yes,503_00146_CA457,panel,C.ZA.2008.CA457_H1_1.JN681222,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
392,CAAN5342,2,B,<12mo,CCR5,UNITED STATES,2004.0,AY835452,"CAAN_A2, CAAN5342_A2, pCAAN5342.A2, NIH-ARP-11038, CAAN5342.A2, CAAN.A2, SVPB19, CAAN",Yes,CAAN5342,panel,B.US.2004.CAAN5342.AY835452,9.851,4.603: Bricault2019_dataset3;4.603: Hraber2014;5.67: Walker2009a;6.31: Bricault2019;6.31: Bricault2019_dataset2;6.31000: Doria-Rose2016;6.31: Pancera2013;7.2: Landais2017_dataset2;9.655: Chuang2019;9.7: Doria-Rose2014;11.8: Kong2015_dataset2;13: Chuang2013;13: Doria-Rose2012;13: Georgiev2013_dataset1;13: Huang2012a;13: Huang2016a_dataset1;13: McLellan2011;13: Sok2014;13.033: Falkowska2014;14.3: Kong2015_dataset1;14.4: Falkowska2012;14.4: Georgiev2013_dataset2;19.267: Walker2011;>100: Landais2017_dataset1;>10: vanGils2016
393,CAP129_1_15_B2_13,2,C,<3mo,,SOUTH AFRICA,2006.0,JN681223,CAP129.1.15_B2_13,Yes,CAP129,panel,C.ZA.2006.CAP129_1_15_B2_13.JN681223,0.04,0.04: Bricault2019_dataset1;0.04: Wagh2016
394,CAP136_1_16_E6_1,2,C,<12mo,,SOUTH AFRICA,2006.0,JN967790,"CAP136_1_16E6_1, CAP136.1.16_E6_1",Yes,CAP136,panel,C.ZA.2006.CAP136_1_16_E6_1.JN967790,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
395,CAP174_1_06_F3_1B,1B,C,<12mo,,SOUTH AFRICA,2005.0,JN967791,"CAP174_1_06F3_1B, CAP174.1.06_F3_1B",Yes,CAP174,panel,C.ZA.2005.CAP174_1_06_F3_1B.JN967791,0.01,0.01: Bricault2019_dataset1;0.01: Wagh2016
396,CAP177_1A3,2,C,acute,,SOUTH AFRICA,2006.0,KC894133,"CeCAP177_1A3, CHV0005565_CAP177.1.11A4",Yes,CAP177,panel,C.ZA.2006.CAP177_1A3.KC894133,0.1,0.1: Bricault2019_dataset1;0.1: Wagh2016
397,CAP188_1_D1_14_REV,2,C,,,SOUTH AFRICA,,KC894134,"CHV0008573_CAP188.1.22D1, CeCAP188_1_D1_14(Rev-)",Yes,CAP188,panel,C.ZA..CAP188_1_D1_14_REV.KC894134,8.37,8.37: Bricault2019_dataset1;8.37: Wagh2016
398,CAP200_B8A,1B,C,<3mo,,SOUTH AFRICA,2005.0,KC894135,"CeCAP200_B8a, CHV0005450_CAP200.1.06B8a",Yes,CAP200,panel,C.ZA.2005.CAP200_B8A.KC894135,0.11,0.11: Bricault2019_dataset1;0.11: Wagh2016
399,CAP206_1_B5,2,C,acute T/F,,SOUTH AFRICA,2005.0,FJ443358,"CAP206 T/F, CAP206.B5",Yes,CAP206,panel,C.ZA.2005.CAP206_1_B5.FJ443358,0.12,0.12: Bradley2016a
400,CAP206_1_B5_Y681D,1B or 2,C,acute,,SOUTH AFRICA,2005.0,KJ700457,"CAP206 T/F Y681D, CAP206.1.B5.Y681D",Yes,CAP206,panel,C.ZA.2005.CAP206_1_B5_Y681D.KJ700457,0.086535,0.08: Bradley2016a;0.09: Bricault2019_dataset1;0.09: Wagh2016
401,CAP210_E8,2,C,<3mo,CCR5,SOUTH AFRICA,2005.0,DQ435683,"NIH-ARP-11317, CAP210.2.00.E8, CAP210.E8, SVPC17, CAP210_2_00_E8, CAP210",Yes,CAP210,panel,C.ZA.2005.CAP210_E8.DQ435683,0.10947,0.04: Bricault2019_dataset3;0.04: Hraber2014;0.047: Landais2017_dataset2;0.047: Lee2017;0.08: Doria-Rose2012;0.08: Falkowska2012;0.08: Georgiev2013_dataset2;0.087: Chuang2013;0.087: Georgiev2013_dataset1;0.087: Huang2012a;0.087: Huang2016a_dataset1;0.087: McLellan2011;0.126: Chuang2019;0.13: Doria-Rose2014;0.165: Bricault2019;0.165: Bricault2019_dataset2;0.16500: Doria-Rose2016;0.165: Pancera2013;0.167: Falkowska2014;0.167: Sok2014;0.167: vanGils2016;0.182: Kong2015_dataset2;0.201: Kong2015_dataset1;0.47: Landais2017_dataset1
402,CAP210_TA5,2,C,acute,,SOUTH AFRICA,2005.0,KC894136,"CeCAP210_TA5, CHV0004195_CAP210.1.00TA5",Yes,CAP210,panel,C.ZA.2005.CAP210_TA5.KC894136,0.22,0.22: Bricault2019_dataset1;0.22: Wagh2016
403,CAP220_2_00_A8_5B,2,C,<12mo,,SOUTH AFRICA,2007.0,JN967792,"CAP220_2_00A8_5B, CAP220.2.00_A8_5B",Yes,CAP220,panel,C.ZA.2007.CAP220_2_00_A8_5B.JN967792,0.02,0.02: Bricault2019_dataset1;0.02: Wagh2016
